time,station,erdmin,nied,neuschnee,t,tmin,substation
2018-08-21T00:00+00:00,66,7.0,3.6,-1.0,15.3,8.7,17301
2018-08-22T00:00+00:00,66,9.8,3.4,-1.0,15.6,10.3,17301
2018-08-23T00:00+00:00,66,9.6,1.3,-1.0,14.7,10.0,17301
2018-08-24T00:00+00:00,66,7.0,9.6,-1.0,12.3,8.5,17301
2018-08-25T00:00+00:00,66,3.1,13.9,-1.0,7.2,3.9,17301
2018-08-26T00:00+00:00,66,1.1,-1.0,-1.0,4.6,1.4,17301
2018-08-27T00:00+00:00,66,-1.3,-1.0,-1.0,8.9,0.3,17301
2018-08-28T00:00+00:00,66,3.0,-1.0,-1.0,12.9,5.9,17301
2018-08-29T00:00+00:00,66,4.7,10.6,-1.0,14.4,8.3,17301
2018-08-30T00:00+00:00,66,7.6,4.8,-1.0,10.6,7.8,17301
2018-08-31T00:00+00:00,66,6.8,34.3,-1.0,7.9,6.8,17301
2018-09-01T00:00+00:00,66,2.3,16.0,-1.0,4.9,2.6,17301
2018-09-02T00:00+00:00,66,4.9,2.1,-1.0,8.3,4.4,17301
2018-09-03T00:00+00:00,66,-0.1,2.3,-1.0,7.9,1.8,17301
2018-09-04T00:00+00:00,66,2.9,-1.0,-1.0,8.1,4.2,17301
2018-09-05T00:00+00:00,66,2.1,0.3,-1.0,10.6,4.3,17301
2018-09-06T00:00+00:00,66,6.0,4.5,-1.0,13.0,7.4,17301
2018-09-07T00:00+00:00,66,7.0,0.8,-1.0,9.1,7.2,17301
2018-09-08T00:00+00:00,66,3.3,-1.0,-1.0,10.6,4.0,17301
2018-09-09T00:00+00:00,66,1.3,-1.0,-1.0,11.8,5.2,17301
2018-09-10T00:00+00:00,66,3.0,-1.0,-1.0,11.7,6.2,17301
2018-09-11T00:00+00:00,66,2.9,-1.0,-1.0,13.0,6.0,17301
2018-09-12T00:00+00:00,66,4.3,-1.0,-1.0,15.0,8.6,17301
2018-09-13T00:00+00:00,66,6.8,5.0,-1.0,13.6,9.4,17301
2018-09-14T00:00+00:00,66,6.5,3.3,-1.0,10.6,7.8,17301
2018-09-15T00:00+00:00,66,6.6,-1.0,-1.0,11.6,7.1,17301
2018-09-16T00:00+00:00,66,3.2,-1.0,-1.0,11.7,6.1,17301
2018-09-17T00:00+00:00,66,4.3,-1.0,-1.0,12.7,7.0,17301
2018-09-18T00:00+00:00,66,4.1,1.2,-1.0,11.7,7.1,17301
2018-09-19T00:00+00:00,66,2.8,-1.0,-1.0,11.2,5.6,17301
2018-09-20T00:00+00:00,66,3.0,-1.0,-1.0,12.2,6.1,17301
2018-09-21T00:00+00:00,66,2.9,3.2,-1.0,12.9,7.0,17301
2018-09-22T00:00+00:00,66,4.2,1.2,-1.0,8.4,4.1,17301
2018-09-23T00:00+00:00,66,7.9,7.5,-1.0,13.7,7.7,17301
2018-09-24T00:00+00:00,66,1.1,0.0,-1.0,7.0,0.4,17301
2018-09-25T00:00+00:00,66,-4.5,-1.0,-1.0,1.9,-3.8,17301
2018-09-26T00:00+00:00,66,-5.5,-1.0,-1.0,7.0,-1.3,17301
2018-09-27T00:00+00:00,66,-0.6,-1.0,-1.0,10.9,4.3,17301
2018-09-28T00:00+00:00,66,0.2,-1.0,-1.0,11.0,5.6,17301
2018-09-29T00:00+00:00,66,5.9,-1.0,-1.0,8.3,4.9,17301
2018-09-30T00:00+00:00,66,-0.4,-1.0,-1.0,9.3,3.9,17301
2018-10-01T00:00+00:00,66,-2.2,1.8,-1.0,4.0,-1.6,17301
2018-10-02T00:00+00:00,66,-3.3,0.0,1.0,1.9,-2.6,17301
2018-10-03T00:00+00:00,66,-2.2,-1.0,-1.0,4.5,0.2,17301
2018-10-04T00:00+00:00,66,-2.8,-1.0,-1.0,6.9,-0.1,17301
2018-10-05T00:00+00:00,66,-0.9,-1.0,-1.0,10.9,4.3,17301
2018-10-06T00:00+00:00,66,0.8,-1.0,-1.0,9.3,5.2,17301
2018-10-07T00:00+00:00,66,3.7,-1.0,-1.0,7.8,5.2,17301
2018-10-08T00:00+00:00,66,-0.3,-1.0,-1.0,9.1,3.3,17301
2018-10-09T00:00+00:00,66,-0.3,-1.0,-1.0,10.0,4.2,17301
2018-10-10T00:00+00:00,66,-0.1,-1.0,-1.0,8.9,4.2,17301
2018-10-11T00:00+00:00,66,1.8,-1.0,-1.0,8.9,5.4,17301
2018-10-12T00:00+00:00,66,0.6,-1.0,-1.0,9.7,3.9,17301
2018-10-13T00:00+00:00,66,-0.1,-1.0,-1.0,10.2,4.8,17301
2018-10-14T00:00+00:00,66,-1.8,0.1,-1.0,7.8,3.1,17301
2018-10-15T00:00+00:00,66,3.8,-1.0,-1.0,7.8,6.2,17301
2018-10-16T00:00+00:00,66,-2.2,-1.0,-1.0,6.5,1.5,17301
2018-10-17T00:00+00:00,66,-2.6,-1.0,-1.0,7.7,1.8,17301
2018-10-18T00:00+00:00,66,-1.9,-1.0,-1.0,6.8,2.6,17301
2018-10-19T00:00+00:00,66,-2.2,-1.0,-1.0,7.8,2.4,17301
2018-10-20T00:00+00:00,66,-3.1,-1.0,-1.0,7.0,2.0,17301
2018-10-21T00:00+00:00,66,-4.0,-1.0,-1.0,4.0,0.0,17301
2018-10-22T00:00+00:00,66,-7.6,-1.0,-1.0,2.7,-3.0,17301
2018-10-23T00:00+00:00,66,-6.2,0.8,-1.0,3.8,-2.3,17301
2018-10-24T00:00+00:00,66,2.1,12.5,-1.0,5.0,3.0,17301
2018-10-25T00:00+00:00,66,0.1,-1.0,-1.0,6.5,1.4,17301
2018-10-26T00:00+00:00,66,-1.5,4.4,-1.0,7.6,2.5,17301
2018-10-27T00:00+00:00,66,-0.3,34.9,-1.0,2.2,-1.3,17301
2018-10-28T00:00+00:00,66,-1.2,13.1,2.0,3.2,-0.9,17301
2018-10-29T00:00+00:00,66,0.9,91.6,-1.0,5.2,2.4,17301
2018-10-30T00:00+00:00,66,-0.5,0.8,7.0,3.9,-0.1,17301
2018-10-31T00:00+00:00,66,-2.5,0.7,-1.0,1.1,-2.2,17301
2018-11-01T00:00+00:00,66,0.0,16.7,-1.0,3.1,0.8,17301
2018-11-02T00:00+00:00,66,1.0,4.5,-1.0,4.4,1.7,17301
2018-11-03T00:00+00:00,66,-0.2,-1.0,-1.0,5.0,0.8,17301
2018-11-04T00:00+00:00,66,0.4,1.3,-1.0,7.9,4.3,17301
2018-11-05T00:00+00:00,66,2.5,1.0,-1.0,6.6,4.0,17301
2018-11-06T00:00+00:00,66,2.6,5.0,-1.0,6.9,4.6,17301
2018-11-07T00:00+00:00,66,1.1,0.0,-1.0,5.4,3.2,17301
2018-11-08T00:00+00:00,66,-1.2,-1.0,-1.0,4.8,1.1,17301
2018-11-09T00:00+00:00,66,-0.2,-1.0,-1.0,5.0,2.4,17301
2018-11-10T00:00+00:00,66,-3.2,-1.0,-1.0,4.1,0.0,17301
2018-11-11T00:00+00:00,66,-2.5,-1.0,-1.0,4.8,0.9,17301
2018-11-12T00:00+00:00,66,-2.4,-1.0,-1.0,5.3,0.9,17301
2018-11-13T00:00+00:00,66,-2.2,0.0,-1.0,4.7,1.4,17301
2018-11-14T00:00+00:00,66,-4.3,-1.0,-1.0,4.7,-0.9,17301
2018-11-15T00:00+00:00,66,-5.0,-1.0,-1.0,5.1,0.3,17301
2018-11-16T00:00+00:00,66,-5.2,-1.0,-1.0,2.3,-2.3,17301
2018-11-17T00:00+00:00,66,-9.2,-1.0,-1.0,-2.0,-6.0,17301
2018-11-18T00:00+00:00,66,-9.3,1.0,-1.0,-2.1,-5.9,17301
2018-11-19T00:00+00:00,66,-9.8,1.0,2.0,-5.1,-7.1,17301
2018-11-20T00:00+00:00,66,-5.8,0.2,1.0,-1.4,-5.3,17301
2018-11-21T00:00+00:00,66,-10.2,-1.0,-1.0,-0.2,-5.2,17301
2018-11-22T00:00+00:00,66,-6.3,-1.0,-1.0,1.3,-2.8,17301
2018-11-23T00:00+00:00,66,-8.9,0.3,-1.0,-1.2,-5.0,17301
2018-11-24T00:00+00:00,66,-0.5,-1.0,1.0,1.9,-1.5,17301
2018-11-25T00:00+00:00,66,-7.0,-1.0,-1.0,-0.9,-4.2,17301
2018-11-26T00:00+00:00,66,-9.5,1.9,-1.0,-3.7,-7.0,17301
2018-11-27T00:00+00:00,66,-5.0,0.8,5.0,-5.0,-5.7,17301
2018-11-28T00:00+00:00,66,-13.0,-1.0,2.0,-6.4,-11.1,17301
2018-11-29T00:00+00:00,66,-12.0,-1.0,-1.0,-1.1,-7.0,17301
2018-11-30T00:00+00:00,66,-3.3,0.1,-1.0,0.9,-2.5,17301
2018-12-01T00:00+00:00,66,-3.5,-1.0,1.0,-1.0,-3.6,17301
2018-12-02T00:00+00:00,66,-7.6,10.9,-1.0,-0.8,-4.1,17301
2018-12-03T00:00+00:00,66,-1.0,3.4,3.0,2.5,0.1,17301
2018-12-04T00:00+00:00,66,-2.0,4.6,1.0,0.5,-1.6,17301
2018-12-05T00:00+00:00,66,-6.0,5.8,7.0,-1.4,-5.3,17301
2018-12-06T00:00+00:00,66,-2.0,1.0,5.0,0.7,-1.5,17301
2018-12-07T00:00+00:00,66,-2.5,3.4,2.0,2.6,-2.3,17301
2018-12-08T00:00+00:00,66,-6.5,0.7,4.0,-2.0,-5.9,17301
2018-12-09T00:00+00:00,66,-4.5,19.7,1.0,-1.2,-4.1,17301
2018-12-10T00:00+00:00,66,-8.0,3.5,40.0,-5.3,-7.4,17301
2018-12-11T00:00+00:00,66,-11.0,0.0,6.0,-8.9,-10.8,17301
2018-12-12T00:00+00:00,66,-16.0,-1.0,-1.0,-11.4,-15.5,17301
2018-12-13T00:00+00:00,66,-15.6,-1.0,-1.0,-11.0,-14.4,17301
2018-12-14T00:00+00:00,66,-17.4,-1.0,-1.0,-11.2,-15.4,17301
2018-12-15T00:00+00:00,66,-16.3,0.3,-1.0,-11.0,-14.3,17301
2018-12-16T00:00+00:00,66,-14.6,0.8,2.0,-6.1,-12.8,17301
2018-12-17T00:00+00:00,66,-9.5,-1.0,1.0,-5.6,-7.9,17301
2018-12-18T00:00+00:00,66,-12.7,-1.0,-1.0,-6.1,-10.6,17301
2018-12-19T00:00+00:00,66,-7.5,0.0,-1.0,-2.3,-5.3,17301
2018-12-20T00:00+00:00,66,-7.2,-1.0,-1.0,-3.8,-6.4,17301
2018-12-21T00:00+00:00,66,-8.9,0.8,-1.0,-2.5,-7.4,17301
2018-12-22T00:00+00:00,66,-0.3,0.8,1.0,2.9,-0.7,17301
2018-12-23T00:00+00:00,66,-2.3,26.6,2.0,0.5,-2.1,17301
2018-12-24T00:00+00:00,66,-6.8,7.8,15.0,-2.9,-6.8,17301
2018-12-25T00:00+00:00,66,-11.6,-1.0,8.0,-7.5,-10.9,17301
2018-12-26T00:00+00:00,66,-10.8,-1.0,-1.0,-4.8,-9.4,17301
2018-12-27T00:00+00:00,66,-9.1,-1.0,-1.0,-2.2,-6.8,17301
2018-12-28T00:00+00:00,66,-3.9,-1.0,-1.0,-0.5,-2.9,17301
2018-12-29T00:00+00:00,66,-6.4,0.8,-1.0,-1.8,-4.9,17301
2018-12-30T00:00+00:00,66,-6.6,8.8,1.0,-3.1,-5.3,17301
2018-12-31T00:00+00:00,66,-5.6,6.6,11.0,-3.2,-5.5,17301
2019-01-01T00:00+00:00,66,-7.5,2.2,14.0,-2.0,-6.5,17301
2019-01-02T00:00+00:00,66,-11.5,0.1,3.0,-6.1,-11.2,17301
2019-01-03T00:00+00:00,66,-13.2,0.5,1.0,-12.0,-13.5,17301
2019-01-04T00:00+00:00,66,-12.7,1.6,1.0,-10.6,-12.7,17301
2019-01-05T00:00+00:00,66,-8.7,18.5,5.0,-6.8,-8.7,17301
2019-01-06T00:00+00:00,66,-5.9,1.9,43.0,-5.5,-6.0,17301
2019-01-07T00:00+00:00,66,-6.3,1.0,9.0,-5.6,-6.7,17301
2019-01-08T00:00+00:00,66,-11.7,8.6,4.0,-6.4,-10.6,17301
2019-01-09T00:00+00:00,66,-10.8,2.7,2.0,-8.1,-10.6,17301
2019-01-10T00:00+00:00,66,-11.3,2.0,3.0,-10.4,-11.2,17301
2019-01-11T00:00+00:00,66,-16.0,2.1,10.0,-12.8,-15.3,17301
2019-01-12T00:00+00:00,66,-12.8,9.0,9.0,-8.5,-13.0,17301
2019-01-13T00:00+00:00,66,-7.9,27.8,7.0,-5.2,-7.2,17301
2019-01-14T00:00+00:00,66,-7.4,2.3,38.0,-4.1,-6.8,17301
2019-01-15T00:00+00:00,66,-9.3,0.0,2.0,-6.8,-9.4,17301
2019-01-16T00:00+00:00,66,-8.0,-1.0,-1.0,-2.6,-6.9,17301
2019-01-17T00:00+00:00,66,-9.2,2.0,-1.0,-4.4,-7.6,17301
2019-01-18T00:00+00:00,66,-14.7,0.0,4.0,-9.2,-14.2,17301
2019-01-19T00:00+00:00,66,-16.3,-1.0,-1.0,-10.3,-14.7,17301
2019-01-20T00:00+00:00,66,-15.6,-1.0,-1.0,-9.1,-13.1,17301
2019-01-21T00:00+00:00,66,-16.0,-1.0,-1.0,-10.1,-13.6,17301
2019-01-22T00:00+00:00,66,-17.2,-1.0,-1.0,-10.1,-14.9,17301
2019-01-23T00:00+00:00,66,-14.6,0.0,-1.0,-8.5,-12.3,17301
2019-01-24T00:00+00:00,66,-17.4,0.0,-1.0,-12.5,-15.8,17301
2019-01-25T00:00+00:00,66,-17.0,2.6,-1.0,-12.6,-16.8,17301
2019-01-26T00:00+00:00,66,-17.7,1.8,5.0,-8.3,-16.0,17301
2019-01-27T00:00+00:00,66,-8.3,2.2,2.0,-3.3,-6.3,17301
2019-01-28T00:00+00:00,66,-8.8,0.3,1.0,-6.7,-9.1,17301
2019-01-29T00:00+00:00,66,-12.4,0.0,1.0,-10.1,-12.4,17301
2019-01-30T00:00+00:00,66,-14.6,4.2,-1.0,-9.4,-13.2,17301
2019-01-31T00:00+00:00,66,-12.6,0.0,8.0,-8.8,-11.9,17301
2019-02-01T00:00+00:00,66,-13.2,4.9,-1.0,-4.2,-11.6,17301
2019-02-02T00:00+00:00,66,-3.3,9.7,8.0,-0.8,-2.9,17301
2019-02-03T00:00+00:00,66,-8.1,1.0,15.0,-5.2,-8.2,17301
2019-02-04T00:00+00:00,66,-17.2,-1.0,3.0,-9.5,-14.9,17301
2019-02-05T00:00+00:00,66,-13.7,-1.0,-1.0,-5.2,-10.2,17301
2019-02-06T00:00+00:00,66,-11.1,-1.0,-1.0,-2.5,-7.8,17301
2019-02-07T00:00+00:00,66,-8.7,0.9,-1.0,-0.4,-5.0,17301
2019-02-08T00:00+00:00,66,-6.3,-1.0,3.0,-3.6,-6.4,17301
2019-02-09T00:00+00:00,66,-7.5,-1.0,-1.0,-0.5,-5.5,17301
2019-02-10T00:00+00:00,66,-5.4,2.5,-1.0,-1.3,-4.2,17301
2019-02-11T00:00+00:00,66,-9.2,1.1,7.0,-4.8,-8.3,17301
2019-02-12T00:00+00:00,66,-9.5,0.0,3.0,-7.3,-9.7,17301
2019-02-13T00:00+00:00,66,-13.8,-1.0,-1.0,-5.0,-12.2,17301
2019-02-14T00:00+00:00,66,-7.0,-1.0,-1.0,0.1,-4.8,17301
2019-02-15T00:00+00:00,66,-7.5,-1.0,-1.0,1.6,-4.4,17301
2019-02-16T00:00+00:00,66,-5.7,-1.0,-1.0,2.5,-2.5,17301
2019-02-17T00:00+00:00,66,-6.6,-1.0,-1.0,2.4,-3.2,17301
2019-02-18T00:00+00:00,66,-5.3,-1.0,-1.0,3.1,-2.1,17301
2019-02-19T00:00+00:00,66,-6.8,-1.0,-1.0,-0.4,-4.3,17301
2019-02-20T00:00+00:00,66,-6.3,-1.0,-1.0,-0.7,-4.8,17301
2019-02-21T00:00+00:00,66,-6.0,0.0,-1.0,0.1,-4.4,17301
2019-02-22T00:00+00:00,66,-3.4,0.0,-1.0,-0.2,-2.4,17301
2019-02-23T00:00+00:00,66,-8.7,-1.0,-1.0,-2.5,-8.3,17301
2019-02-24T00:00+00:00,66,-7.7,-1.0,-1.0,-0.3,-6.2,17301
2019-02-25T00:00+00:00,66,-4.1,-1.0,-1.0,2.9,-2.6,17301
2019-02-26T00:00+00:00,66,-4.0,-1.0,-1.0,3.1,-1.7,17301
2019-02-27T00:00+00:00,66,-2.3,-1.0,-1.0,3.9,-0.9,17301
2019-02-28T00:00+00:00,66,-1.1,0.0,-1.0,4.7,0.6,17301
2019-03-01T00:00+00:00,66,-3.2,1.3,-1.0,0.2,-2.3,17301
2019-03-02T00:00+00:00,66,-5.2,-1.0,2.0,-1.4,-5.1,17301
2019-03-03T00:00+00:00,66,-7.9,-1.0,-1.0,-0.1,-6.5,17301
2019-03-04T00:00+00:00,66,-2.8,1.9,-1.0,0.6,-3.1,17301
2019-03-05T00:00+00:00,66,-6.6,-1.0,2.0,-2.2,-5.9,17301
2019-03-06T00:00+00:00,66,-7.2,0.0,-1.0,-0.4,-5.1,17301
2019-03-07T00:00+00:00,66,-2.7,0.6,-1.0,1.4,-1.9,17301
2019-03-08T00:00+00:00,66,-5.3,-1.0,1.0,-0.2,-4.5,17301
2019-03-09T00:00+00:00,66,-5.2,2.4,-1.0,1.1,-4.5,17301
2019-03-10T00:00+00:00,66,-4.3,0.3,2.0,1.9,-2.9,17301
2019-03-11T00:00+00:00,66,-9.8,4.9,1.0,-2.5,-9.7,17301
2019-03-12T00:00+00:00,66,-9.5,0.0,5.0,-5.7,-9.8,17301
2019-03-13T00:00+00:00,66,-6.1,3.4,-1.0,-4.4,-7.0,17301
2019-03-14T00:00+00:00,66,-7.7,14.9,8.0,-4.1,-7.2,17301
2019-03-15T00:00+00:00,66,-4.4,17.5,24.0,-1.9,-4.5,17301
2019-03-16T00:00+00:00,66,-0.5,-1.0,18.0,4.1,-0.2,17301
2019-03-17T00:00+00:00,66,-3.2,4.0,-1.0,3.6,-0.3,17301
2019-03-18T00:00+00:00,66,-7.1,0.0,1.0,-3.1,-7.2,17301
2019-03-19T00:00+00:00,66,-10.3,-1.0,-1.0,-5.6,-9.5,17301
2019-03-20T00:00+00:00,66,-14.1,-1.0,-1.0,-5.7,-12.4,17301
2019-03-21T00:00+00:00,66,-11.9,-1.0,-1.0,0.2,-8.7,17301
2019-03-22T00:00+00:00,66,-4.3,-1.0,-1.0,5.2,-0.9,17301
2019-03-23T00:00+00:00,66,-4.2,-1.0,-1.0,5.0,-0.9,17301
2019-03-24T00:00+00:00,66,-3.1,-1.0,-1.0,5.2,-0.6,17301
2019-03-25T00:00+00:00,66,-6.2,0.8,-1.0,-0.9,-5.9,17301
2019-03-26T00:00+00:00,66,-8.9,0.7,3.0,-4.5,-8.6,17301
2019-03-27T00:00+00:00,66,-8.7,0.0,2.0,-4.1,-8.5,17301
2019-03-28T00:00+00:00,66,-10.1,-1.0,-1.0,-2.9,-9.0,17301
2019-03-29T00:00+00:00,66,-7.7,-1.0,-1.0,1.2,-5.8,17301
2019-03-30T00:00+00:00,66,-5.1,-1.0,-1.0,4.2,-2.4,17301
2019-03-31T00:00+00:00,66,-5.6,-1.0,-1.0,3.4,-2.9,17301
2019-04-01T00:00+00:00,66,-3.7,-1.0,-1.0,3.6,-1.9,17301
2019-04-02T00:00+00:00,66,-2.1,1.2,-1.0,3.6,-0.8,17301
2019-04-03T00:00+00:00,66,-0.3,9.9,2.0,1.7,-0.1,17301
2019-04-04T00:00+00:00,66,-0.4,63.0,11.0,0.7,-0.6,17301
2019-04-05T00:00+00:00,66,-4.8,0.0,57.0,0.6,-5.2,17301
2019-04-06T00:00+00:00,66,-4.5,-1.0,-1.0,2.5,-2.3,17301
2019-04-07T00:00+00:00,66,-4.8,-1.0,-1.0,1.0,-3.4,17301
2019-04-08T00:00+00:00,66,-2.1,6.6,-1.0,0.6,-1.2,17301
2019-04-09T00:00+00:00,66,-0.7,6.8,8.0,3.0,-0.8,17301
2019-04-10T00:00+00:00,66,-0.5,4.2,6.0,2.5,-0.6,17301
2019-04-11T00:00+00:00,66,0.0,1.9,1.0,1.3,-0.3,17301
2019-04-12T00:00+00:00,66,-3.0,0.0,2.0,-1.0,-3.2,17301
2019-04-13T00:00+00:00,66,-5.6,12.4,-1.0,-0.9,-5.7,17301
2019-04-14T00:00+00:00,66,-4.8,6.7,30.0,-2.2,-5.0,17301
2019-04-15T00:00+00:00,66,-5.0,-1.0,8.0,-0.3,-6.5,17301
2019-04-16T00:00+00:00,66,-5.4,-1.0,-1.0,1.3,-3.6,17301
2019-04-17T00:00+00:00,66,-4.3,-1.0,-1.0,3.2,-2.1,17301
2019-04-18T00:00+00:00,66,-2.5,0.0,-1.0,3.9,-0.5,17301
2019-04-19T00:00+00:00,66,-1.6,-1.0,-1.0,4.2,-0.5,17301
2019-04-20T00:00+00:00,66,-1.5,-1.0,-1.0,5.4,0.3,17301
2019-04-21T00:00+00:00,66,0.2,-1.0,-1.0,6.6,1.5,17301
2019-04-22T00:00+00:00,66,-0.2,0.0,-1.0,5.8,1.0,17301
2019-04-23T00:00+00:00,66,2.4,0.7,-1.0,5.0,2.9,17301
2019-04-24T00:00+00:00,66,2.5,0.0,-1.0,5.7,3.2,17301
2019-04-25T00:00+00:00,66,1.0,3.5,-1.0,5.9,1.8,17301
2019-04-26T00:00+00:00,66,-2.0,13.6,-1.0,3.4,-1.3,17301
2019-04-27T00:00+00:00,66,-6.2,3.1,6.0,0.3,-5.1,17301
2019-04-28T00:00+00:00,66,-3.7,5.8,5.0,-1.4,-4.0,17301
2019-04-29T00:00+00:00,66,-4.7,2.1,8.0,-1.8,-4.7,17301
2019-04-30T00:00+00:00,66,-2.6,0.8,4.0,1.5,-2.6,17301
2019-05-01T00:00+00:00,66,-4.5,-1.0,2.0,2.5,-4.0,17301
2019-05-02T00:00+00:00,66,-2.8,3.7,-1.0,4.4,-1.5,17301
2019-05-03T00:00+00:00,66,-1.0,3.2,2.0,2.7,-0.8,17301
2019-05-04T00:00+00:00,66,-2.5,2.2,5.0,2.6,-2.0,17301
2019-05-05T00:00+00:00,66,-7.1,3.9,2.0,-3.3,-7.3,17301
2019-05-06T00:00+00:00,66,-6.3,0.0,2.0,-3.4,-6.4,17301
2019-05-07T00:00+00:00,66,-9.9,-1.0,-1.0,-0.6,-8.8,17301
2019-05-08T00:00+00:00,66,-2.5,1.3,-1.0,2.6,-1.6,17301
2019-05-09T00:00+00:00,66,-1.5,-1.0,2.0,3.0,-1.2,17301
2019-05-10T00:00+00:00,66,-0.5,-1.0,-1.0,5.0,-0.1,17301
2019-05-11T00:00+00:00,66,-1.8,8.1,-1.0,4.0,-1.2,17301
2019-05-12T00:00+00:00,66,-1.9,3.6,8.0,-1.8,-2.6,17301
2019-05-13T00:00+00:00,66,-3.3,0.5,11.0,-0.6,-3.3,17301
2019-05-14T00:00+00:00,66,-4.0,3.2,1.0,-1.6,-4.4,17301
2019-05-15T00:00+00:00,66,-5.5,0.9,4.0,-2.1,-5.6,17301
2019-05-16T00:00+00:00,66,-4.5,1.5,-1.0,2.8,-3.9,17301
2019-05-17T00:00+00:00,66,0.6,-1.0,-1.0,4.8,0.9,17301
2019-05-18T00:00+00:00,66,2.0,12.9,-1.0,5.4,2.2,17301
2019-05-19T00:00+00:00,66,0.7,9.7,-1.0,5.3,1.0,17301
2019-05-20T00:00+00:00,66,0.6,27.5,-1.0,2.7,0.7,17301
2019-05-21T00:00+00:00,66,0.2,1.9,-1.0,3.8,0.3,17301
2019-05-22T00:00+00:00,66,1.7,0.0,-1.0,5.4,2.0,17301
2019-05-23T00:00+00:00,66,0.0,-1.0,-1.0,6.3,0.7,17301
2019-05-24T00:00+00:00,66,0.3,-1.0,-1.0,7.4,1.3,17301
2019-05-25T00:00+00:00,66,3.7,3.5,-1.0,8.6,4.4,17301
2019-05-26T00:00+00:00,66,1.9,-1.0,-1.0,7.0,2.0,17301
2019-05-27T00:00+00:00,66,2.9,13.0,-1.0,6.5,4.0,17301
2019-05-28T00:00+00:00,66,1.1,3.0,-1.0,4.0,1.1,17301
2019-05-29T00:00+00:00,66,0.4,0.0,-1.0,2.4,0.3,17301
2019-05-30T00:00+00:00,66,1.4,-1.0,-1.0,3.9,1.1,17301
2019-05-31T00:00+00:00,66,-1.3,-1.0,-1.0,5.5,0.1,17301
2019-06-01T00:00+00:00,66,0.6,-1.0,-1.0,9.3,2.6,17301
2019-06-02T00:00+00:00,66,2.2,-1.0,-1.0,10.9,4.6,17301
2019-06-03T00:00+00:00,66,4.0,-1.0,-1.0,12.1,6.2,17301
2019-06-04T00:00+00:00,66,4.1,-1.0,-1.0,12.0,5.9,17301
2019-06-05T00:00+00:00,66,5.0,-1.0,-1.0,13.1,7.3,17301
2019-06-06T00:00+00:00,66,4.5,0.0,-1.0,11.0,6.9,17301
2019-06-07T00:00+00:00,66,4.1,-1.0,-1.0,11.8,5.3,17301
2019-06-08T00:00+00:00,66,4.4,-1.0,-1.0,9.0,5.6,17301
2019-06-09T00:00+00:00,66,3.9,2.7,-1.0,12.0,5.7,17301
2019-06-10T00:00+00:00,66,7.2,4.0,-1.0,12.4,7.6,17301
2019-06-11T00:00+00:00,66,9.2,25.3,-1.0,13.9,9.5,17301
2019-06-12T00:00+00:00,66,7.7,5.7,-1.0,12.7,9.3,17301
2019-06-13T00:00+00:00,66,7.2,-1.0,-1.0,12.6,7.9,17301
2019-06-14T00:00+00:00,66,5.0,3.4,-1.0,13.7,6.2,17301
2019-06-15T00:00+00:00,66,9.1,1.2,-1.0,14.8,9.7,17301
2019-06-16T00:00+00:00,66,6.1,-1.0,-1.0,11.4,7.0,17301
2019-06-17T00:00+00:00,66,3.2,14.9,-1.0,11.8,3.8,17301
2019-06-18T00:00+00:00,66,6.4,0.0,-1.0,14.0,7.0,17301
2019-06-19T00:00+00:00,66,7.2,0.7,-1.0,13.7,7.7,17301
2019-06-20T00:00+00:00,66,5.4,7.0,-1.0,13.1,6.8,17301
2019-06-21T00:00+00:00,66,5.7,7.2,-1.0,11.5,6.2,17301
2019-06-22T00:00+00:00,66,7.1,1.4,-1.0,11.3,7.4,17301
2019-06-23T00:00+00:00,66,6.0,-1.0,-1.0,11.3,6.5,17301
2019-06-24T00:00+00:00,66,5.7,-1.0,-1.0,15.5,7.3,17301
2019-06-25T00:00+00:00,66,8.1,-1.0,-1.0,18.2,10.1,17301
2019-06-26T00:00+00:00,66,9.9,-1.0,-1.0,19.9,12.4,17301
2019-06-27T00:00+00:00,66,10.5,-1.0,-1.0,19.6,12.8,17301
2019-06-28T00:00+00:00,66,12.5,-1.0,-1.0,18.7,13.5,17301
2019-06-29T00:00+00:00,66,7.6,-1.0,-1.0,17.7,9.3,17301
2019-06-30T00:00+00:00,66,9.1,-1.0,-1.0,19.0,11.6,17301
2019-07-01T00:00+00:00,66,10.3,4.2,-1.0,17.2,12.2,17301
2019-07-02T00:00+00:00,66,8.2,0.2,-1.0,15.1,9.3,17301
2019-07-03T00:00+00:00,66,8.1,6.8,-1.0,13.2,9.2,17301
2019-07-04T00:00+00:00,66,5.6,0.2,-1.0,13.9,6.8,17301
2019-07-05T00:00+00:00,66,6.7,-1.0,-1.0,14.8,8.3,17301
2019-07-06T00:00+00:00,66,6.5,2.0,-1.0,15.2,8.4,17301
2019-07-07T00:00+00:00,66,8.2,4.6,-1.0,12.7,8.7,17301
2019-07-08T00:00+00:00,66,5.8,1.8,-1.0,9.8,6.7,17301
2019-07-09T00:00+00:00,66,7.2,-1.0,-1.0,10.6,7.2,17301
2019-07-10T00:00+00:00,66,6.4,-1.0,-1.0,10.6,5.8,17301
2019-07-11T00:00+00:00,66,1.7,3.0,-1.0,8.5,3.2,17301
2019-07-12T00:00+00:00,66,4.7,12.8,-1.0,8.5,5.4,17301
